payment_count,total_items,total_freight_value,estimated_delivery_days,avg_product_price,avg_product_freight,avg_product_review,avg_product_weight,main_category,total_products_in_order,purchase_month,purchase_day,purchase_hour,is_weekend,purchase_quarter,state_AL,state_AM,state_AP,state_BA,state_CE,state_DF,state_ES,state_GO,state_MA,state_MG,state_MS,state_MT,state_PA,state_PB,state_PE,state_PI,state_PR,state_RJ,state_RN,state_RO,state_RR,state_RS,state_SC,state_SE,state_SP,state_TO,is_late
1,1,49.72,39.93255787037037,107.75190476190474,26.12190476190476,3.5714285714285716,8450.0,56,1,7,21,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,9.83,22.219965277777774,143.71428571428572,12.51,4.333333333333333,1025.0,33,1,12,23,18,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,13.3,16.918842592592593,141.0494520547946,17.963082191780828,3.986013986013986,444.0,67,1,3,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,1,10.96,26.9140625,24.09999999999999,13.963999999999999,4.2,225.0,12,1,2,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,8.27,19.48210648148148,23.400000000000002,13.792499999999997,3.5,300.0,33,1,12,20,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,37.18,25.530775462962964,180.11875,21.9675,4.291666666666666,1133.5,33,2,2,28,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,28.57,25.10505787037037,166.6622413793102,30.323448275862084,4.0,3000.0,73,1,7,27,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,15.14,20.167673611111116,53.13888888888888,12.198888888888888,3.6666666666666665,317.0,71,1,11,24,19,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,15.41,18.37403935185185,82.32756756756758,17.916756756756758,4.621621621621622,1250.0,51,1,4,7,15,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,24.84,42.33267361111111,17.323333333333334,17.896666666666665,3.888888888888889,100.0,71,1,5,1,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,18.22,33.36609953703704,122.85,19.88200000000001,4.2105263157894735,974.0,64,1,10,27,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,14.1,27.174479166666668,36.5,20.752,4.0,300.0,45,1,2,19,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,29.16,33.047858796296296,58.5,14.58,5.0,10500.0,33,1,5,3,22,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,17.92,25.980763888888887,29.5,18.050793650793644,4.225806451612903,350.0,33,1,11,19,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,27.42,22.159375,38.656666666666666,13.770000000000001,2.3333333333333335,800.0,14,1,4,23,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,12.48,20.28765046296296,12.796666666666669,14.381111111111109,4.777777777777778,167.0,31,1,6,12,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,57.09,38.18762731481481,137.65163265306117,40.12104956268221,4.194117647058824,6550.0,45,1,6,4,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,33.98,37.15707175925926,2299.99,33.98,4.0,500.0,71,1,6,9,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,96.63,42.052650462962966,177.99,95.25666666666666,3.3333333333333335,23375.0,55,1,1,26,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,15.1,23.456157407407407,49.99,15.90294117647059,3.5294117647058822,600.0,33,1,11,24,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,17.44,18.552233796296296,29.99,8.72,5.0,500.0,33,1,10,5,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,21.36,19.547453703703702,104.9,20.922,4.4,2500.0,14,1,5,11,10,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,15.1,24.062997685185184,51.81780821917814,13.4341095890411,2.9178082191780823,200.0,33,1,1,29,22,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,12.69,26.574837962962963,35.99,12.69,5.0,1250.0,41,1,7,13,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,14.66,9.18070601851852,49.9,14.66,4.0,650.0,14,1,8,14,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,18.61,27.422175925925927,105.0,18.61,5.0,850.0,9,1,5,7,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,30.0,22.481921296296296,756.5666666666666,28.243333333333336,5.0,6100.0,45,1,6,12,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,15.65,21.24597222222222,249.9,15.65,2.0,5700.0,20,1,1,2,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,46.94,24.398333333333333,62.705882352941174,25.272352941176468,3.7058823529411766,1550.0,33,1,9,1,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,19.0,19.02693287037037,183.64000000000001,17.086,4.4,333.0,67,1,5,3,23,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,18.3,38.523101851851855,138.85818181818178,25.784090909090903,4.363636363636363,1550.0,33,1,3,2,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,15.63,25.88215277777778,185.5,18.6425,4.75,950.0,9,1,6,20,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,15.56,11.195787037037038,16.9,7.78,5.0,200.0,14,2,8,20,19,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,83.62,29.673159722222223,250.3999999999998,68.38275,4.225,5650.0,27,1,11,18,7,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,20.99,15.20269675925926,54.27010309278361,17.85463917525772,3.922680412371134,1650.0,41,1,7,21,19,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,13.98,13.622638888888888,56.989999999999895,15.101739130434789,3.926470588235294,850.0,14,1,7,27,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,43.06,30.557766203703704,100.59751677852337,40.00731543624163,4.201342281879195,5950.0,41,1,10,9,10,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,16.03,17.402650462962963,122.7689655172414,17.269655172413795,4.413793103448276,430.0,63,1,7,2,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,34.18,26.36498842592593,49.9,17.09,5.0,1200.0,14,1,3,22,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,8.11,18.0503125,29.9,11.224250000000001,4.65,250.0,12,1,12,17,22,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,12.79,21.64519675925926,40.78160839160826,14.871048951048937,3.9931506849315066,350.0,14,1,3,13,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,7.55,4.609363425925926,17.75714285714286,13.33,4.285714285714286,100.0,55,1,8,16,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,41.0,15.38113425925926,101.70023224043754,21.69056010928963,3.782503457814661,3441.5,14,2,5,21,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,17.51,23.414618055555557,111.4227272727272,18.301090909090902,3.456140350877193,835.0,14,1,3,12,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,11.85,19.27605324074074,26.566666666666666,10.26,4.333333333333333,2950.0,13,1,11,14,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,8.29,7.494641203703703,19.042857142857144,8.934285714285714,4.714285714285714,375.0,12,1,5,14,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,15.1,22.08912037037037,49.89,15.1,5.0,467.0,31,1,2,24,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,44.23,31.437083333333334,52.146666666666654,19.584166666666665,4.666666666666667,617.0,46,1,1,8,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,15.35,28.19710648148148,84.98999999999982,16.750162601626023,3.768595041322314,600.0,12,1,12,17,19,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,12.51,10.394131944444444,31.65666666666667,19.018749999999997,3.9130434782608696,2900.0,55,1,8,6,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,1,12.28,13.308645833333332,78.0,13.46,3.0,1350.0,55,1,7,6,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,15.14,27.983634259259254,60.83,14.365,4.75,407.0,33,1,6,16,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,7.39,7.418391203703703,12.9,11.31,5.0,167.0,31,1,8,7,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,15.25,24.331608796296297,73.24636363636364,13.417272727272728,3.9,500.0,27,1,12,2,16,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,30.94,18.327939814814812,300.9,15.47,1.0,360.0,12,1,5,20,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,16.11,35.5844675925926,44.89999999999999,16.121,4.9,600.0,49,1,1,30,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,98.06,37.564421296296295,99.0,77.525,3.0,22850.0,33,1,3,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,14.1,22.54431712962963,15.960000000000003,15.788,4.0,500.0,73,1,7,4,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,21.15,34.04150462962963,29.0,12.650898876404488,4.056179775280899,200.0,67,1,8,7,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,15.49,14.582210648148148,169.0,15.49,3.0,1300.0,13,1,7,11,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,9.34,25.045949074074077,53.323333333333345,14.376666666666665,3.3333333333333335,900.0,14,1,10,29,22,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,16.89,30.160451388888887,160.78,16.89,4.0,600.0,33,1,2,5,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,14.52,27.66099537037037,42.142857142857146,12.40142857142857,3.625,400.0,60,1,3,1,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,9.38,10.514270833333333,98.0,9.38,5.0,605.0,12,1,7,9,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,23.99,13.577476851851852,119.90000000000002,21.039999999999996,4.333333333333333,1050.0,13,1,8,14,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,22.96,36.716134259259256,179.0,22.96,5.0,300.0,67,1,5,21,6,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,12.91,15.236643518518518,654.49,18.325,3.0,850.0,9,1,4,25,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,10.59,17.85480324074074,279.5930188679244,21.665660377358485,4.320754716981132,450.0,71,1,10,26,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,18.68,9.096840277777778,59.989999999999995,14.94421052631579,4.2,525.0,33,1,10,16,21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,28.2,25.200648148148147,26.49,14.0015,3.225,325.0,71,2,1,6,19,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,18.0,36.347256944444446,179.0,9.0,4.0,750.0,33,2,2,27,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,14.1,21.486215277777777,15.9,9.756666666666666,3.6666666666666665,418.0,33,1,1,30,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,29.94,23.21287037037037,71.36413662239148,13.684743833017047,4.019083969465649,2600.0,55,1,11,28,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,16.79,25.24107638888889,29.9,16.79,1.0,200.0,34,1,9,13,18,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,18.67,17.219895833333332,105.90000000000002,19.89666666666667,3.6666666666666665,750.0,17,1,4,29,18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,19.5,11.264965277777778,44.85000000000001,17.033749999999998,4.0,738.0,14,1,8,23,17,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,14.65,20.64351851851852,128.45945945945945,18.094594594594593,4.081081081081081,400.0,45,1,2,19,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,12.01,16.319618055555555,220.35925925925923,17.900370370370368,4.518518518518518,610.0,63,1,3,27,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,18.51,12.391122685185184,59.0,15.790000000000001,4.0,450.0,63,1,7,31,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,34.5,29.332337962962963,109.24,16.645,4.333333333333334,1700.0,14,2,9,24,16,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,9.26,22.669907407407408,129.89,9.26,2.0,950.0,14,1,4,11,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,14.52,23.43263888888889,18.16,14.52,5.0,400.0,31,1,4,11,13,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,20.23,19.368425925925926,111.10625000000002,19.14875,4.0,2800.0,55,1,11,24,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,9.34,10.202858796296296,61.0,8.57,5.0,600.0,48,1,8,21,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,19.96,26.14428240740741,109.9,18.46,5.0,975.0,33,1,6,16,20,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,7.47,5.298738425925926,29.65666666666667,13.064166666666667,2.6666666666666665,188.0,71,1,8,4,16,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,40.26,26.64607638888889,163.6875,29.92,4.161290322580645,2750.0,55,1,7,13,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,86.66,33.62420138888889,227.88,72.94,5.0,10250.0,0,1,3,29,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,12.86,19.3159375,74.0,12.86,4.0,1400.0,64,1,8,11,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,12.17,11.027881944444443,147.26000000000002,13.92,3.6666666666666665,1200.0,49,1,9,13,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,15.1,21.31892361111111,17.566666666666666,15.166666666666666,5.0,100.0,55,1,8,7,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3,53.01,31.28179398148148,54.91161157024826,15.75214876033059,3.9465020576131686,1550.0,41,1,10,7,17,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,19.06,33.08601851851852,254.9,19.06,5.0,300.0,34,1,6,22,21,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,40.17,24.350324074074077,177.16666666666669,18.37166666666667,4.333333333333333,2675.0,55,2,10,30,15,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,12.92,15.427592592592593,134.2714285714286,21.17238095238095,4.636363636363637,2083.0,33,1,1,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,29.8,29.067592592592597,201.65666666666667,18.64,4.666666666666667,1800.0,27,1,5,9,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,9.44,15.337002314814814,42.28047619047618,15.023333333333332,4.571428571428571,1232.0,13,1,5,23,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,15.54,20.35482638888889,102.65000000000002,16.006875000000004,4.25,750.0,13,1,2,20,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,17.61,27.58271990740741,51.2,22.478,4.4,6850.0,10,1,1,3,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,26.88,25.991481481481483,78.99090909090911,29.155000000000005,3.909090909090909,4500.0,7,1,2,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,10.96,21.40203703703704,20.59666666666667,13.386666666666665,3.6666666666666665,250.0,41,1,4,13,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,19.8,26.615613425925925,82.58735632183904,20.440919540229874,4.137931034482759,1850.0,12,1,1,18,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,1,12.77,20.254988425925927,55.9,14.01,4.333333333333333,700.0,64,1,6,7,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,18.23,39.27130787037037,15.9,18.23,4.666666666666667,250.0,9,1,6,1,17,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,7.78,12.341921296296295,22.99,9.815,4.5,200.0,71,1,10,11,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,24.28,17.99744212962963,910.85,31.144,4.8,300.0,12,1,3,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,13.57,21.983622685185185,80.78571428571429,19.030357142857135,4.170731707317073,7000.0,60,1,9,26,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,7.39,7.024305555555555,24.98,7.39,5.0,200.0,45,1,5,7,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,9.19,14.3709375,229.9,9.19,5.0,10200.0,33,1,1,15,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,15.69,39.60053240740741,68.89999999999999,17.18,3.1666666666666665,1450.0,14,1,1,8,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,49.68,37.423113425925926,27.0,16.860909090909093,4.454545454545454,400.0,0,1,3,27,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,24.91,23.131481481481483,86.0,24.91,5.0,10550.0,9,1,2,12,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,11.85,25.45192129629629,36.75190476190477,16.13666666666667,3.7142857142857144,300.0,71,1,12,29,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,11.85,20.354872685185185,23.525,12.76,4.25,300.0,2,1,11,17,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,23.19,32.272280092592595,184.75000000000003,14.437999999999999,3.5,383.0,27,1,6,21,17,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,17.6,22.51730324074074,15.0,17.6,1.0,200.0,73,1,11,25,11,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,16.47,18.95483796296296,119.90000000000002,16.356666666666666,4.0,2200.0,14,1,11,17,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,30.59,25.60292824074074,247.0,44.23,5.0,7850.0,55,1,1,26,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,15.23,21.244444444444444,15.0,12.703333333333333,4.333333333333333,350.0,10,1,3,29,18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,22.07,40.578668981481485,130.87714285714284,17.720000000000002,4.642857142857143,2100.0,22,1,6,8,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,11.14,26.61634259259259,77.6470588235294,16.231764705882348,4.470588235294118,150.0,45,1,4,28,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,17.62,21.666435185185183,69.47746478873238,19.043802816901408,3.9722222222222223,2500.0,33,1,7,4,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,7.78,19.71877314814815,12.900579710144926,11.788405797101445,4.36231884057971,175.0,31,1,12,19,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,12.8,13.164085648148149,19.900000000000002,13.926999999999998,3.6363636363636362,250.0,14,1,7,19,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,8.8,16.093078703703704,113.92380952380952,25.302857142857142,4.023809523809524,7550.0,60,1,5,15,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,19.99,16.370601851851852,269.9,19.99,4.0,265.0,63,1,8,18,15,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,75.82,30.018252314814816,199.0,79.535,3.5,8450.0,46,1,2,26,23,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,18.27,20.13273148148148,24.9,18.27,5.0,450.0,73,1,7,24,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
